
2,5,"

                                
                                    
                                    퍼스티지
                                
                            
",한,암,3세,55,30,"
신지
",김동균,최임규,6,433(3),14.2,2.9,망사눈
3,6,"

                                
                                    
                                    사이먼미사일
                                
                            
",한,암,3세,54.5,29,"
이기회
",지용훈,오현주,½,458(1),28.9,6.5,망사
4,3,"

                                
                                    
                                    우승디자인
                                
                            
",한,암,3세,54,28,"
박상우
",김동철,서정범,목,464(9),24.7,7.1,
5,2,"

                                
                                    
                                    주극성
                                
                            
",한,암,4세,51,21,"
(-4)김효정
",배대선,강종우,¾,461(-4),25.6,8.4,망사
6,7,"

                                
                                    
                                    진격의레이스
                                
                            
",한,암,3세,52,28,"
(-2)이철경
",서인석,서창식,2½,441(-6),11.5,2.4,"망사눈, 승인재갈"
7,4,"

                                
                                    
                                    파티타임
                                
                            
",한,암,5세,*52,23,"
윤영민
",최상식,♠오상철,1½,447(-6),15.3,3.0,

1,6,"

                                
                                    
                                    창영
                                
                            
",한,거,4세,52.5,26,"
김옥성
",서홍수,포트폴리오,,473(1),32.8,4.5,"망사눈, 승인재갈"
2,5,"

                                
                                    
                                    천년함성
                                
                            
",한,수,4세,55.5,32,"
이찬호
",김동철,황의영,¾,472(-3),10.5,1.9,망사눈
3,4,"

                                
                                    
                                    횡운골
                                
                            
",한,수,2세,52,32,"
(-2)이철경
",이관호,말사모,1,485(-1),1.4,1.1,망사
4,1,"

                                
                                    
                                    정상대길
                                
                            
",한,거,4세,55,31,"
신지
",박희철,♠정동진,¾,461(-1),4.2,1.4,망사눈
5,2,"

                                
                                    
                                    콜미제이케이
                                
                            
",한,거,4세,*52,22,"
이기회
",임봉춘,임정균,3,476(7),91.1,11.9,눈가면
6,3,"

                                
                                    
                                    굿모닝퓨전
                                
                            
",한,암,5세,53,30,"
박병윤
",최상식,♠장재형,2,462(-2),13.4,1.9,
7,8,"

                                
                                    
                                    백두광장
                                
                            
",한,거,4세,52,25,"
안토니오
",최영주,함운일,4,473(-7),29.2,3.8,망사눈
8,7,"

                                
                                    
                                    뉴월드스타
                                
                            
",한,거,5세,51,26,"
(-4)김효정
",홍대유,박태준,½,519(-4),44.9,7.6,
9,10,"

                                
                                    
                                    ★킹어헤드
                                
                            
",한,거,5세,56,33,"
얀
",허재영,조금제,¾,466(-5),33.2,3.2,망사눈
10,9,"

                                
                                    
                                    만월문
                                
                            
",한,암,5세,*52,21,"
박현우
",김양선,홍평우,4,398(7),97.2,17.1,

1,5,"

                                
                                    
                                    두만강
                                
                            
",한,암,4세,*52,25,"
이찬호
",김점오,문창완,,457(-6),8.4,2.2,망사눈
2,2,"

                                
                                    
                                    청수돌풍
                                
                            
",한,거,3세,56,33,"
송재철
",박대흥,청수,1½,495(4),2.5,1.2,"망사눈+, 승인재갈+, 망사-"
3,4,"

                                
                                    
                                    윙플라이
                                
                            
",한,암,4세,52,28,"
이혁
",신삼영,한영석,1½,490(16),23.4,5.4,
4,8,"

                                
                                    
                                    브레이브업
                                
                            
",한,암,3세,53.5,31,"
조재로
",배휴준,♠(주)녹원목장,6,460(1),3.2,1.3,"망사, 승인재갈+, 혀끈+"
5,10,"

                                
                                    
                                    참조아
                                
                            
",한,암,4세,52.5,29,"
김정준
",박병일,이용대,머리,449(0),33.2,5.7,망사눈
6,1,"

                                
                                    
                                    본위너
                                
                            
",한,수,4세,51.5,32,"
(-4)김덕현
",박재우,김정성,2½,461(7),4.7,1.8,
7,7,"

                                
                                    
                                    개척자
                                
                            
",한,거,4세,54.5,30,"
임기원
",박윤규,박덕희,1½,459(4),16.3,2.6,망사눈
8,3,"

                                
                                    
                                    곤설
                                
                            
",한,거,5세,*52,21,"
이동국
",서범석,지원철,½,452(18),51.1,8.9,
9,6,"

                                
                                    
                                    마이챔프
                                
                            
",미,수,3세,57,35,"
부민호
",박희철,류순곤,목,479(2),30.4,5.1,"망사눈, 승인재갈"
10,9,"

                                
                                    
                                    정상제일
                                
                            
",한,거,5세,51,21,"
신지
",박희철,♠정동진,1¾,471(3),63.1,18.4,"망사눈, 승인재갈"

1,3,"

                                
                                    
                                    진격의천마
                                
                            
",한,수,3세,51,40,"
(-2)이철경
",서인석,서창식,,438(-7),4.3,1.7,망사눈
2,10,"

                                
                                    
                                    허리케인블루
                                
                            
",한,거,4세,55.5,47,"
이준철
",김대근,♠고광숙,9,475(0),5.9,2.2,
3,5,"

                                
                                    
                                    신라화랑
                                
                            
",한,수,3세,56.5,49,"
송재철
",안병기,박재범,¾,498(-1),4.2,1.7,망사눈
4,8,"

                                
                                    
                                    슈퍼캡틴
                                
                            
",한,거,3세,51,38,"
박태종
",정호익,♠박정재,1½,470(4),14.2,4.1,"망사눈, 승인재갈"
5,2,"

                                
                                    
                                    차밍굿
                                
                            
",한,수,3세,55,46,"
안토니오
",김양선,강석대,코,503(8),9.4,2.7,"망사눈, 승인재갈"
6,4,"

                                
                                    
                                    와이키키
                                
                            
",한,암,4세,55,49,"
박병윤
",하재흥,고양진,1¾,487(1),5.5,1.9,
7,7,"

                                
                                    
                                    속도신화
                                
                            
",한,암,4세,51,39,"
임기원
",안해양,김지훈,½,461(-2),23.2,4.9,망사눈
8,1,"

                                
                                    
                                    스트롱필드
                                
                            
",한,수,6세,*52,37,"
이동국
",서범석,우빈레저,목,502(0),31.1,6.4,"망사눈, 승인재갈"
9,9,"

                                
                                    
                                    엄지강호
                                
                            
",한,암,5세,54.5,48,"
이찬호
",김순근,권인택,2,468(9),17.8,4.3,
10,6,"

                                
                                    
                                    라온트로이
                                
                            
",한,거,5세,54.5,45,"
빅투아르
",이신영,♠라온건설,1,504(5),9.2,2.9,"망사, 혀끈"
11,11,"

                                
                                    
                                    전설의마녀
                                
                            
",한,암,4세,*52,37,"
정정희
",유재길,이선종,12,430(6),100.4,23.5,

1,4,"

                                
                                    
                                    청운시대
                                
                            
",한,거,3세,51,52,"
임기원
",박재우,서상주,,471(0),1.7,1.2,망사눈+
2,8,"

                                
                                    
                                    큐피드레이디
                                
                            
",한,암,3세,*52.5,54,"
빅투아르
",이신영,♠서순배,1,490(8),6.2,2.2,망사
3,5,"

                                
                                    
                                    진명깃발
                                
                            
",한,거,5세,56.5,63,"
안토니오
",김점오,♠삼정,2½,466(1),7.0,1.9,"망사눈+, 망사-, 승인재갈-"
4,9,"

                                
                                    
                                    해피투데이
                                
                            
",한,암,5세,*52,53,"
이혁
",하재흥,♠강균호,½,449(3),12.5,2.5,
5,2,"

                                
                                    
                                    속보왕자
                                
                            
",한,거,4세,55.5,61,"
신지
",박희철,신영식,1,457(-3),18.8,4.1,"망사눈, 혀끈+, 승인재갈-"
6,7,"

                                
                                    
                                    초원의찬가
                                
                            
",한,수,4세,*52,51,"
이준철
",김대근,최상섭,½,473(-6),17.6,2.7,
7,6,"

                                
                                    
                                    늘푸른타이거
                                
                            
",한,암,6세,55,63,"
송재철
",김학수,(주)늘푸른목장,4,453(1),32.7,5.8,
8,3,"

                                
                                    
                                    다크레이디
                                
                            
",한,암,6세,53.5,60,"
조재로
",배휴준,곽승용,½,477(-5),58.3,8.9,망사눈
9,1,"

                                
                                    
                                    용총
                                
                            
",한,수,4세,54.5,59,"
박태종
",정호익,♠박남성,6,482(1),14.1,3.0,망사눈
10,10,"

                                
                                    
                                    천리
                                
                            
",한,암,4세,*52,52,"
이찬호
",최봉주,조금제,1½,477(10),32.9,7.8,"망사, 승인재갈"
11,11,"

                                
                                    
                                    큰바다
                                
                            
",한,수,5세,53,64,"
(-4)김효정
",배대선,이한목,2,466(-4),32.6,6.4,망사

1,3,"

                                
                                    
                                    금노아
                                
                            
",미,수,3세,52.5,40,"
임기원
",신삼영,배태곤,,462(-2),11.9,3.2,"망사눈, 승인재갈"
2,5,"

                                
                                    
                                    아름다운시간
                                
                            
",미,암,3세,52,44,"
(-1)김태훈
",박대흥,(주)자성실업,코+3,483(1),4.5,2.0,"망사, 승인재갈"
3,1,"

                                
                                    
                                    당찬모습
                                
                            
",한,암,5세,53,46,"
(-1)하정훈
",양재철,이선종,착변,497(12),4.9,1.9,
4,7,"

                                
                                    
                                    사려니힐링
                                
                            
",한,거,3세,56,47,"
부민호
",박희철,♠오영익,머리,504(-3),4.8,1.5,"망사눈, 승인재갈"
5,4,"

                                
                                    
                                    언제어디서나
                                
                            
",한,암,4세,54.5,47,"
박병윤
",하재흥,이유환,1¼,469(-1),8.1,2.2,
6,11,"

                                
                                    
                                    스위트록
                                
                            
",한,암,3세,54.5,47,"
안토니오
",이신영,범한산업,1¼,473(2),4.3,1.6,"망사, 승인재갈-"
7,10,"

                                
                                    
                                    날쌘강호
                                
                            
",한,거,4세,53,41,"
이혁
",김양선,강석대,6,522(7),9.8,3.0,
8,2,"

                                
                                    
                                    속보강자
                                
                            
",미,거,3세,51,36,"
신지
",박희철,신영식,½,483(-9),49.5,16.2,망사눈
9,8,"

                                
                                    
                                    영웅불패
                                
                            
",미,거,5세,*52,36,"
박상우
",유재길,곽승용,5,491(-2),53.5,16.5,
10,9,"

                                
                                    
                                    좌청룡
                                
                            
",호,거,5세,53,41,"
송재철
",임봉춘,윤우환 ,3,484(-5),62.8,8.4,"망사, 승인재갈"
11,6,"

                                
                                    
                                    아라치치
                                
                            
",미,수,3세,53,41,"
박태종
",정호익,강석대,½,504(-3),46.0,10.4,

1,7,"

                                
                                    
                                    화이어드림
                                
                            
",한,수,4세,53,41,"
송재철
",안병기,김영식,,465(-12),11.2,2.2,"승인재갈, 눈가면"
2,5,"

                                
                                    
                                    사려니킹
                                
                            
",한,거,4세,51,36,"
황종우
",박희철,♠오영익,¾,444(-10),27.9,5.9,"망사눈, 승인재갈"
3,2,"

                                
                                    
                                    열퀸
                                
                            
",한,암,3세,53.5,45,"
박병윤
",지용훈,이선호,1,453(2),3.5,1.4,"망사, 승인재갈"
4,8,"

                                
                                    
                                    로드힐
                                
                            
",한,암,5세,53,44,"
이찬호
",박대흥,(주)자성실업,1½,495(4),5.0,1.6,"승인재갈, 눈가면"
5,3,"

                                
                                    
                                    선크래스트
                                
                            
",미,암,5세,55.5,49,"
박태종
",정호익,김찬영,코,495(5),16.8,3.8,눈가면
6,1,"

                                
                                    
                                    피스풀라이프
                                
                            
",한,수,3세,51,37,"
신지
",서인석,♠요시다 테루야,4,504(7),2.8,1.5,
7,4,"

                                
                                    
                                    청춘열차
                                
                            
",한,암,5세,53.5,45,"
정정희
",김동철,로열패밀리,1¾,477(-6),7.3,2.5,망사눈
8,6,"

                                
                                    
                                    유지경성
                                
                            
",한,거,6세,54.5,44,"
문정균
",하재흥,♠강균호,2,516(1),36.6,5.4,
9,9,"

                                
                                    
                                    ★제이에스원
                                
                            
",한,거,5세,*52,36,"
안토니오
",허재영,♠박정재,5,474(0),18.3,3.6,망사눈

1,3,"

                                
                                    
                                    장산제국
                                
                            
",한,수,2세,54.5,,"
김용근
",박대흥,♠김병진,,496(3),2.4,1.3,"망사, 승인재갈"
2,10,"

                                
                                    
                                    봄비스킹
                                
                            
",한,거,3세,56,,"
안토니오
",곽영효,퓨리나코리아,1½,493(-3),4.8,1.9,"망사눈, 승인재갈"
3,9,"

                                
                                    
                                    끌어주는손
                                
                            
",한,암,2세,52.5,,"
김정준
",정지은,임흥호,1½,434(-10),4.0,1.4,
4,5,"

                                
                                    
                                    위닝윈
                                
                            
",한,수,2세,54.5,,"
김혜선
",김점오,♠금악목장,¾,506(19),50.0,8.3,망사눈+
5,4,"

                                
                                    
                                    블랙캐시미어
                                
                            
",한,암,3세,54,,"
빅투아르
",서범석,고영욱,3,458(12),5.2,1.4,
6,12,"

                                
                                    
                                    레이즈미업
                                
                            
",한,암,2세,51.5,,"
(-1)김태훈
",지용철,♠김선식,2,512(-12),28.3,4.6,
7,7,"

                                
                                    
                                    금빛환향
                                
                            
",한,암,2세,52.5,,"
이찬호
",지용철,최성룡,½,495(1),25.4,4.6,
8,11,"

                                
                                    
                                    기동대장
                                
                            
",한,수,2세,54.5,,"
최범현
",안병기,♠박남성,코,487(-6),79.2,15.4,"승인재갈+, 눈가면+"
9,1,"

                                
                                    
                                    지공질주
                                
                            
",한,암,2세,52.5,,"
이혁
",김양선,명인환,코,438(2),18.5,4.3,
10,8,"

                                
                                    
                                    모란동백
                                
                            
",한,암,3세,53,,"
(-1)하정훈
",양재철,홍상기,코,439(-5),85.1,14.9,
11,6,"

                                
                                    
                                    가속신화
                                
                            
",한,암,3세,54,,"
정정희
",서범석,(주)늘푸른목장,7,514(5),116.1,21.4,"망사, 승인재갈"
12,2,"

                                
                                    
                                    초이스블루
                                
                            
",한,거,3세,56,,"
윤영민
",최상식,제일사료(주),9,548(13),142.7,33.2,"망사눈, 승인재갈"

1,8,"

                                
                                    
                                    글로벌라인
                                
                            
",한,수,2세,55,,"
송재철
",최상식,♠장재형,,467(14),3.1,1.3,망사눈+
2,4,"

                                
                                    
                                    피닉스하트
                                
                            
",한,수,2세,55,,"
안토니오
",이신영,일진코스메틱,3,471(5),3.8,1.6,망사
3,11,"

                                
                                    
                                    천강성
                                
                            
",한,수,2세,55,,"
빅투아르
",심승태,씨유네트워크,4,455(3),25.4,5.7,
4,2,"

                                
                                    
                                    제이에스스톰
                                
                            
",한,수,2세,55,,"
임기원
",김동균,조창석,1½,529(-5),14.4,3.9,망사눈+
5,1,"

                                
                                    
                                    메를린
                                
                            
",한,수,2세,55,,"
이혁
",이희영,김상식,2,465(-5),33.0,9.2,망사+
6,3,"

                                
                                    
                                    심플라이프
                                
                            
",한,수,2세,55,,"
김혜선
",안병기,♠(주)디알엠씨티,목,513(10),19.1,4.2,"망사눈, 승인재갈+"
7,5,"

                                
                                    
                                    크레모아파워
                                
                            
",한,수,2세,55,,"
이찬호
",정호익,강석대,2½,499(-3),3.5,1.5,
8,7,"

                                
                                    
                                    메니질주
                                
                            
",한,암,2세,53,,"
박을운
",박윤규,♠박정재,¾,484(-14),9.7,2.2,"망사눈, 승인재갈"
9,12,"

                                
                                    
                                    맥스선더
                                
                            
",한,암,2세,53,,"
최범현
",우창구,이보원,3,469(-16),58.6,11.5,
10,10,"

                                
                                    
                                    강서으뜸
                                
                            
",한,수,2세,55,,"
김동수
",이관호,♠(주)디알엠씨티,½,480(1),51.0,8.1,"망사눈+, 망사-"
11,6,"

                                
                                    
                                    농본대로
                                
                            
",한,수,2세,53,,"
(-2)이동하
",배대선,♠김용래,3,527(6),30.6,8.7,망사눈
12,9,"

                                
                                    
                                    스피드캡틴
                                
                            
",한,수,2세,55,,"
얀
",허재영,♠박정재,2½,484(4),74.5,11.1,

1,7,"

                                
                                    
                                    동해텐텐텐
                                
                            
",한,암,3세,53,,"
(-1)하정훈
",구자흥,강충모,,517(-2),2.8,1.4,"망사눈, 승인재갈"
2,2,"

                                
                                    
                                    컬러즈퀸
                                
                            
",한,암,3세,54,,"
안토니오
",김양선,전석호,¾,492(1),5.3,1.6,승인재갈
3,12,"

                                
                                    
                                    엑톤신화
                                
                            
",한,암,3세,54,,"
이찬호
",지용훈,남기태,¾,472(7),17.1,4.7,망사
4,9,"

                                
                                    
                                    환해장성
                                
                            
",한,수,3세,56,,"
이동국
",손영표,김채형,코,496(-4),9.1,3.2,망사눈
5,6,"

                                
                                    
                                    클레오
                                
                            
",한,암,3세,54,,"
김혜선
",김동철,♠코리아호스랜드,2½,466(14),5.8,1.8,망사
6,4,"

                                
                                    
                                    백산여왕
                                
                            
",한,암,3세,54,,"
김용근
",최봉주,♠이용식,2½,468(2),5.1,1.7,"망사, 승인재갈"
7,10,"

                                
                                    
                                    운서
                                
                            
",한,암,3세,50,,"
(-4)이동진
",김순근,서운석,1¾,473(-2),21.4,4.7,
8,11,"

                                
                                    
                                    큐즈
                                
                            
",한,암,3세,54,,"
황종우
",김학수,김흙,2½,430(9),136.8,38.9,망사눈
9,8,"

                                
                                    
                                    샤프드림
                                
                            
",한,암,3세,54,,"
이혁
",최용구,지원철,4,476(8),14.4,3.7,망사
10,5,"

                                
                                    
                                    파이어
                                
                            
",한,수,3세,56,,"
김귀배
",서인석,정안,3,497(4),119.6,24.9,"승인재갈, 눈가면"
11,1,"

                                
                                    
                                    그린티
                                
                            
",한,암,3세,54,,"
빅투아르
",이신영,마에다 사토시,2½,495(1),67.6,15.2,"망사, 승인재갈"
,3,"

                                
                                    
                                    레저킹
                                
                            
",한,수,2세,53.5,,"
(-1)김태훈
",김점오,과천시청,주행중지,443(0),56.2,11.7,망사

1,5,"

                                
                                    
                                    베스트거포
                                
                            
",한,수,3세,55,,"
최원준
",이희영,베스트샤인조합,,519(-5),3.9,1.5,망사
2,10,"

                                
                                    
                                    늘푸른천하
                                
                            
",한,거,3세,51,,"
(-4)이동진
",박대흥,(주)늘푸른목장,2,443(2),11.6,3.1,승인재갈
3,6,"

                                
                                    
                                    질주의창
                                
                            
",한,거,4세,52,,"
(-4)김효정
",손영표,김채형,목,471(-6),2.3,1.3,망사눈
4,7,"

                                
                                    
                                    평촌크라운
                                
                            
",한,암,3세,53,,"
김혜선
",신삼영,김창용,½,467(3),10.5,3.3,
5,9,"

                                
                                    
                                    오피서우먼
                                
                            
",한,암,3세,53,,"
신형철
",김윤섭,최장석,2,414(-9),21.5,5.1,
6,1,"

                                
                                    
                                    정삼품
                                
                            
",한,수,2세,53.5,,"
김동수
",지용철,김종식,4,463(1),11.6,2.8,"망사, 승인재갈"
7,8,"

                                
                                    
                                    쾌도여왕
                                
                            
",한,암,4세,54,,"
방춘식
",홍대유,윤훈열,2½,422(-12),10.5,2.1,눈가면
8,2,"

                                
                                    
                                    신의탑
                                
                            
",한,암,3세,54,,"
안효리
",이관호,백운창,½,428(7),13.0,4.0,망사
9,11,"

                                
                                    
                                    포리스트로즈
                                
                            
",한,암,3세,54.5,,"
김귀배
",서정하,지경미,½,465(-7),77.6,11.3,망사
10,4,"

                                
                                    
                                    스카이밸류
                                
                            
",한,거,3세,55,,"
얀
",허재영,권용수,3,505(4),36.1,7.8,
11,3,"

                                
                                    
                                    골든미사일
                                
                            
",한,암,3세,53,,"
박상우
",서인석,♠오호극,코,457(-6),44.9,6.2,망사눈

1,3,"

                                
                                    
                                    쾌한여장부
                                
                            
",한,암,3세,55.5,35,"
김동수
",김동균,김영근,,445(-1),5.4,1.6,망사
2,6,"

                                
                                    
                                    금빛로드
                                
                            
",한,암,4세,52.5,31,"
(-1)김태훈
",지용철,♠장석린외1인(신치구),½,483(-6),5.6,1.5,망사눈
3,2,"

                                
                                    
                                    기모아런치
                                
                            
",한,거,4세,55.5,32,"
박현우
",안병기,박상선,1¾,470(15),6.7,1.7,망사눈
4,1,"

                                
                                    
                                    세라몬드
                                
                            
",한,암,4세,*52,23,"
유승완
",정호익,김찬영,½,472(-2),8.2,2.4,"망사눈, 승인재갈, 혀끈"
5,8,"

                                
                                    
                                    질풍독주
                                
                            
",한,수,3세,56,33,"
이혁
",박종곤,세계건설(주),1½,481(-1),1.9,1.1,망사눈
6,4,"

                                
                                    
                                    럭셔리해피
                                
                            
",한,암,3세,53,30,"
박을운
",허재영,권용수,3,465(0),21.6,3.9,
7,7,"

                                
                                    
                                    가장먼저
                                
                            
",한,암,3세,51,25,"
(-4)김효정
",박천서,한영석,½,508(3),53.5,12.4,망사눈
8,5,"

                                
                                    
                                    보석상자
                                
                            
",한,거,3세,51,28,"
(-4)이동진
",하재흥,♠강균호,5,451(2),38.4,6.9,"승인재갈, 눈가면"

1,2,"

                                
                                    
                                    오피세븐
                                
                            
",미,수,2세,55,42,"
이준철
",김대근,오퍼스원,,509(7),22.1,5.5,
2,6,"

                                
                                    
                                    플라잉뮤닝
                                
                            
",미,수,2세,55,42,"
신형철
",김순근,이장한,5,528(0),4.2,1.3,
3,1,"

                                
                                    
                                    적벽신화
                                
                            
",미,거,2세,55,42,"
송재철
",박천서,이창모,1¼,463(-6),10.5,2.1,"망사눈, 승인재갈"
4,3,"

                                
                                    
                                    바다치프
                                
                            
",미,거,2세,55,42,"
박을운
",박윤규,♠박정재,4,485(-1),12.0,1.9,"망사눈, 승인재갈"
5,5,"

                                
                                    
                                    심바더넥스트
                                
                            
",미,수,2세,54,42,"
(-1)김태훈
",지용철,오만준,1¾,489(7),8.6,2.5,
6,4,"

                                
                                    
                                    삼육으뜸
                                
                            
",미,수,2세,55,42,"
이혁
",김양선,변완석,7,436(0),51.7,6.7,망사눈
7,8,"

                                
                                    
                                    정상챔프
                                
                            
",캐,수,2세,55,42,"
최범현
",정호익,♠정동진,8,507(1),15.0,2.3,"망사눈, 혀끈"
,7,"

                                
                                    
                                    퀸즈드레스
                                
                            
",미,암,2세,51.5,42,"
(-2)이동하
",하재흥,이미양,주행중지,480(-25),1.7,1.2,

1,7,"

                                
                                    
                                    바리메캠프
                                
                            
",한,암,3세,51.5,27,"
조재로
",배휴준,강홍수,,484(3),3.1,1.5,망사눈
2,4,"

                                
                                    
                                    검진
                                
                            
",한,암,4세,55.5,35,"
임기원
",박병일,드림커뮤니티,2½,460(10),3.7,1.4,"망사눈, 승인재갈"
3,3,"

                                
                                    
                                    천년호령
                                
                            
",한,수,4세,56.5,34,"
문정균
",김동균,최임규,1¾,465(-2),5.1,1.5,망사눈
4,5,"

                                
                                    
                                    몽라셰
                                
                            
",한,암,3세,53.5,33,"
(-1)하정훈
",박천서,♠박병룡,¾,524(3),5.9,2.0,눈가면
5,6,"

                                
                                    
                                    새로운신
                                
                            
",한,암,7세,51,21,"
황종우
",유재길,허건호,2,423(2),54.2,8.2,
6,8,"

                                
                                    
                                    마블퀸
                                
                            
",한,암,3세,52,28,"
안토니오
",손영표,정안,½,459(-2),5.9,1.8,
7,1,"

                                
                                    
                                    위너블랙
                                
                            
",한,암,4세,*51,24,"
(-4)김효정
",우창구,전영범,½,478(1),17.7,4.2,"망사, 승인재갈"
8,9,"

                                
                                    
                                    백산챔프
                                
                            
",한,수,4세,53,27,"
김동수
",최봉주,♠이용식,¾,463(1),32.2,5.6,망사
9,2,"

                                
                                    
                                    콜드스타
                                
                            
",한,암,5세,*52,21,"
빅투아르
",안해양,이기철,¾,451(2),60.2,9.1,망사눈

1,2,"

                                
                                    
                                    싱그러운검
                                
                            
",한,수,3세,56,45,"
김용근
",김동균,조창석,,487(1),2.1,1.2,망사눈
2,1,"

                                
                                    
                                    리드머니
                                
                            
",한,암,3세,53,42,"
임기원
",박윤규,박덕희,1,471(-8),4.1,1.2,"망사눈, 승인재갈+"
3,6,"

                                
                                    
                                    금곡성
                                
                            
",한,암,4세,*52,36,"
안토니오
",서범석,♠오상철,2½,437(-2),12.9,3.3,망사
4,3,"

                                
                                    
                                    금소화
                                
                            
",한,암,4세,55,46,"
송재철
",박병일,배태곤,3,451(2),3.4,1.3,망사눈
5,8,"

                                
                                    
                                    ★가람산성
                                
                            
",한,수,7세,56.5,46,"
박병윤
",지용훈,이선호,4,519(7),18.1,3.5,
6,5,"

                                
                                    
                                    몽글몽글
                                
                            
",한,암,4세,52.5,41,"
안효리
",박흥진,오왕근,머리,465(10),32.3,4.6,망사
7,9,"

                                
                                    
                                    ★갈색전령
                                
                            
",미,거,5세,57,49,"
(-1)하정훈
",양재철,♠김성진,5,446(5),60.2,11.6,망사눈
8,7,"

                                
                                    
                                    커리클
                                
                            
",한,거,5세,54,41,"
조재로
",배휴준,이상홍,코,472(0),35.3,4.3,망사눈
9,4,"

                                
                                    
                                    더블제이
                                
                            
",한,거,6세,56,45,"
신형철
",구자흥,조건진,¾,451(-1),32.1,4.9,

1,3,"

                                
                                    
                                    오피데이
                                
                            
",한,암,5세,55,48,"
안토니오
",정지은,(주)자성실업,,448(2),3.7,1.5,"자극판, 망사눈, 승인재갈"
2,9,"

                                
                                    
                                    희망포인트
                                
                            
",한,수,4세,54,43,"
송재철
",홍대유,현대영,½,473(-1),6.1,1.7,"눈가면+, 망사눈-"
3,4,"

                                
                                    
                                    천양
                                
                            
",한,암,3세,*52,40,"
이찬호
",최봉주,조금제,4,467(6),6.2,2.0,망사
